order_id,order_date,store_id,customer_id,channel,payment_method,order_status
O0013406,04-06-2023,S010,C00074,Online,Cash,Cancelled
O0013407,16-01-2024,S035,C00995,Click&Collect,Card,Cancelled
O0013408,11-12-2024,S034,C00106,Click&Collect,Wallet,Cancelled
O0013409,25-08-2023,S023,C00635,Click&Collect,Wallet,Cancelled
O0013410,18-03-2023,S006,C01040,In-Store,Card,Returned
O0013411,19-12-2023,S017,C00613,Online,Cash,Returned
O0013412,13-01-2025,S005,C00504,In-Store,Cash,Returned
O0013413,28-12-2024,S031,C00392,Click&Collect,Card,Completed
O0013414,23-05-2023,S028,C00943,Click&Collect,Cash,Cancelled
O0013415,11-01-2025,S011,C00782,Click&Collect,Wallet,Completed
O0013416,02-08-2023,S035,C00974,Click&Collect,Cash,Cancelled
O0013417,23-03-2025,S031,C01091,Click&Collect,Wallet,Returned
O0013418,12-09-2024,S038,C00711,Online,Cash,Completed
O0013419,19-05-2023,S012,C00427,Click&Collect,Wallet,Returned
O0013420,19-01-2024,S007,C00713,Click&Collect,Wallet,Completed
O0013421,16-06-2025,S020,C00428,Online,Wallet,Returned
O0013422,19-04-2024,S011,C00247,Online,Cash,Cancelled
O0013423,24-01-2025,S030,C00412,Online,Wallet,Completed
O0013424,31-03-2025,S018,C00575,In-Store,Cash,Completed
O0013425,03-02-2023,S026,C00273,Click&Collect,Wallet,Returned
O0013426,17-10-2025,S007,C00379,Click&Collect,Cash,Returned
O0013427,03-01-2024,S004,C00681,Online,Cash,Cancelled
O0013428,19-05-2025,S038,C00162,Click&Collect,Card,Returned
O0013429,26-05-2024,S018,C00127,Online,Cash,Returned
O0013430,24-09-2024,S006,C00930,In-Store,Cash,Cancelled
O0013431,31-01-2024,S033,C01002,Click&Collect,Card,Completed
O0013432,24-07-2025,S006,C00377,In-Store,Cash,Completed
O0013433,09-05-2023,S040,C00166,Click&Collect,Wallet,Cancelled
O0013434,09-09-2025,S016,C00554,In-Store,Card,Returned
O0013435,16-08-2023,S019,C00209,In-Store,Wallet,Returned
O0013436,25-08-2025,S011,C01053,Click&Collect,Cash,Completed
O0013437,27-01-2023,S004,C00083,Online,Card,Cancelled
O0013438,16-01-2023,S017,C00605,Click&Collect,Wallet,Completed
O0013439,13-04-2023,S015,C00458,In-Store,Cash,Completed
O0013440,23-08-2024,S018,C00560,Click&Collect,Cash,Cancelled
O0013441,19-10-2023,S020,C00910,Online,Card,Completed
O0013442,17-10-2024,S026,C00315,Click&Collect,Cash,Completed
O0013443,17-06-2025,S003,C01093,Online,Wallet,Cancelled
O0013444,30-01-2023,S015,C01174,In-Store,Card,Completed
O0013445,31-07-2024,S035,C00522,Online,Card,Cancelled
O0013446,21-03-2025,S039,C00463,Click&Collect,Wallet,Completed
O0013447,10-04-2024,S022,C00283,Click&Collect,Wallet,Completed
O0013448,10-10-2025,S015,C00977,Click&Collect,Card,Returned
O0013449,26-12-2024,S017,C00871,In-Store,Cash,Cancelled
O0013450,07-02-2023,S032,C00540,Online,Card,Completed
O0013451,16-08-2024,S016,C00826,Online,Card,Returned
O0013452,25-02-2024,S038,C00442,Online,Card,Completed
O0013453,25-05-2023,S002,C00818,In-Store,Wallet,Completed
O0013454,07-11-2025,S025,C00985,In-Store,Cash,Returned
O0013455,01-09-2023,S021,C00533,Online,Cash,Completed
O0013456,02-04-2023,S019,C00800,Click&Collect,Card,Completed
O0013457,01-09-2023,S020,C00679,Click&Collect,Cash,Returned
O0013458,21-06-2025,S007,C00087,In-Store,Cash,Completed
O0013459,19-10-2024,S014,C00075,Online,Card,Completed
O0013460,17-06-2025,S015,C00317,In-Store,Wallet,Completed
O0013461,20-05-2024,S027,C00301,Online,Cash,Returned
O0013462,09-05-2023,S024,C00228,Online,Cash,Returned
O0013463,29-02-2024,S017,C01113,In-Store,Card,Cancelled
O0013464,07-08-2023,S021,C00728,Online,Card,Completed
O0013465,02-09-2024,S023,C00051,Online,Cash,Returned
O0013466,23-10-2023,S002,C01085,Click&Collect,Card,Cancelled
O0013467,29-11-2025,S036,C00362,Online,Cash,Cancelled
O0013468,18-02-2024,S036,C01186,Click&Collect,Wallet,Returned
O0013469,11-12-2023,S015,C00272,Click&Collect,Card,Returned
O0013470,15-12-2025,S031,C00102,In-Store,Card,Completed
O0013471,24-07-2024,S016,C00157,Click&Collect,Wallet,Returned
O0013472,06-07-2023,S003,C00464,In-Store,Cash,Completed
O0013473,10-06-2024,S035,C01110,Click&Collect,Card,Completed
O0013474,07-10-2023,S011,C00663,Click&Collect,Wallet,Completed
O0013475,24-02-2025,S015,C00152,Click&Collect,Cash,Returned
O0013476,20-09-2024,S024,C00382,In-Store,Cash,Cancelled
O0013477,11-03-2025,S018,C00588,Online,Wallet,Cancelled
O0013478,27-10-2025,S011,C00654,Online,Cash,Cancelled
O0013479,10-03-2025,S033,C01008,Click&Collect,Wallet,Completed
O0013480,09-01-2024,S015,C00055,Click&Collect,Wallet,Completed
O0013481,09-08-2023,S024,C00005,Click&Collect,Wallet,Completed
O0013482,03-08-2024,S027,C00865,In-Store,Wallet,Cancelled
O0013483,07-05-2024,S038,C00131,In-Store,Card,Returned
O0013484,10-12-2023,S020,C00820,In-Store,Card,Returned
O0013485,08-06-2025,S019,C00411,Click&Collect,Cash,Cancelled
O0013486,23-09-2025,S037,C00466,Online,Wallet,Completed
O0013487,23-02-2024,S020,C00178,In-Store,Wallet,Completed
O0013488,16-01-2025,S012,C00929,In-Store,Wallet,Returned
O0013489,14-12-2025,S002,C00220,Click&Collect,Cash,Completed
O0013490,14-01-2023,S013,C00010,Online,Card,Completed
O0013491,04-02-2024,S008,C00710,Click&Collect,Cash,Cancelled
O0013492,19-03-2025,S013,C00182,In-Store,Wallet,Cancelled
O0013493,29-06-2024,S022,C00205,Click&Collect,Wallet,Completed
O0013494,17-05-2025,S021,C00262,In-Store,Cash,Completed
O0013495,04-06-2024,S008,C00767,Click&Collect,Cash,Completed
O0013496,12-03-2023,S019,C00903,Online,Card,Completed
O0013497,20-04-2024,S019,C01099,Click&Collect,Wallet,Completed
O0013498,19-03-2024,S002,C01179,Online,Cash,Cancelled
O0013499,15-07-2025,S012,C00276,In-Store,Wallet,Returned
O0013500,11-06-2023,S029,C00259,Click&Collect,Card,Cancelled
O0013501,20-06-2023,S001,C00255,In-Store,Wallet,Completed
O0013502,05-06-2023,S013,C00225,Click&Collect,Card,Completed
O0013503,14-09-2024,S020,C00014,Click&Collect,Card,Completed
O0013504,27-12-2025,S007,C00706,Click&Collect,Wallet,Completed
O0013505,08-11-2024,S026,C00018,In-Store,Wallet,Returned
O0013506,13-06-2025,S029,C00047,Click&Collect,Wallet,Completed
O0013507,21-07-2025,S014,C00476,Online,Wallet,Completed
O0013508,20-10-2024,S010,C00973,Online,Cash,Completed
O0013509,29-10-2024,S032,C00587,In-Store,Wallet,Completed
O0013510,24-09-2023,S009,C00478,In-Store,Card,Completed
O0013511,18-11-2025,S006,C00220,In-Store,Cash,Completed
O0013512,13-05-2025,S002,C00817,In-Store,Card,Completed
O0013513,13-08-2025,S004,C00388,In-Store,Card,Completed
O0013514,14-12-2025,S035,C01196,Click&Collect,Cash,Completed
O0013515,18-01-2024,S038,C00169,Click&Collect,Cash,Cancelled
O0013516,07-06-2023,S022,C00943,In-Store,Cash,Completed
O0013517,31-07-2025,S037,C00818,Click&Collect,Wallet,Completed
O0013518,02-06-2024,S029,C00439,Online,Cash,Completed
O0013519,16-11-2025,S017,C00472,Online,Wallet,Completed
O0013520,31-01-2025,S029,C01155,Click&Collect,Cash,Returned
O0013521,09-10-2023,S017,C00882,Click&Collect,Cash,Returned
O0013522,24-01-2024,S039,C00052,In-Store,Wallet,Cancelled
O0013523,30-10-2024,S035,C00661,Online,Card,Completed
O0013524,08-03-2024,S034,C00889,Online,Wallet,Returned
O0013525,05-11-2023,S022,C00453,In-Store,Wallet,Returned
O0013526,18-08-2023,S021,C00829,Online,Wallet,Completed
O0013527,12-12-2024,S005,C00752,Click&Collect,Wallet,Completed
O0013528,08-02-2023,S027,C00394,Online,Card,Returned
O0013529,13-04-2023,S005,C00009,Click&Collect,Card,Returned
O0013530,16-02-2023,S022,C00043,In-Store,Cash,Completed
O0013531,15-03-2025,S006,C00829,Online,Card,Completed
O0013532,02-02-2023,S020,C00931,Online,Card,Completed
O0013533,05-04-2024,S032,C00446,Click&Collect,Wallet,Cancelled
O0013534,13-05-2023,S013,C00572,In-Store,Card,Completed
O0013535,05-10-2024,S025,C00617,Click&Collect,Card,Cancelled
O0013536,07-02-2023,S011,C01060,Online,Wallet,Completed
O0013537,29-01-2023,S012,C00629,Online,Cash,Cancelled
O0013538,26-03-2024,S008,C00685,Online,Card,Returned
O0013539,01-02-2025,S007,C00671,In-Store,Wallet,Cancelled
O0013540,01-05-2023,S015,C00157,In-Store,Wallet,Completed
O0013541,27-06-2024,S005,C00843,Click&Collect,Wallet,Returned
O0013542,07-06-2025,S036,C01090,Click&Collect,Cash,Completed
O0013543,16-11-2024,S030,C00133,Online,Card,Completed
O0013544,02-04-2025,S009,C00086,In-Store,Cash,Returned
O0013545,12-12-2023,S036,C00587,In-Store,Wallet,Completed
O0013546,29-10-2025,S015,C00918,Online,Cash,Completed
O0013547,09-06-2023,S022,C00100,In-Store,Wallet,Completed
O0013548,25-10-2024,S028,C00893,Click&Collect,Wallet,Returned
O0013549,22-04-2024,S031,C00281,In-Store,Wallet,Cancelled
O0013550,04-02-2023,S001,C00221,Online,Wallet,Completed
O0013551,31-10-2025,S012,C00228,In-Store,Cash,Cancelled
O0013552,08-02-2025,S014,C00632,Online,Wallet,Completed
O0013553,07-09-2023,S024,C00719,Online,Wallet,Completed
O0013554,27-02-2023,S035,C00555,Online,Wallet,Cancelled
O0013555,10-01-2025,S018,C00728,In-Store,Cash,Completed
O0013556,20-08-2024,S019,C00967,Click&Collect,Card,Returned
O0013557,24-02-2023,S004,C00998,Click&Collect,Cash,Completed
O0013558,16-12-2025,S022,C00876,Online,Card,Completed
O0013559,26-02-2025,S020,C00627,In-Store,Wallet,Cancelled
O0013560,22-05-2024,S026,C00263,Click&Collect,Cash,Completed
O0013561,19-09-2023,S034,C00894,In-Store,Cash,Completed
O0013562,25-10-2023,S023,C00808,Online,Wallet,Cancelled
O0013563,09-05-2024,S003,C01067,Click&Collect,Cash,Cancelled
O0013564,04-03-2023,S033,C00855,Online,Wallet,Completed
O0013565,08-02-2024,S020,C00161,Online,Cash,Cancelled
O0013566,27-08-2023,S020,C00684,Online,Card,Completed
O0013567,04-05-2023,S035,C00866,Online,Card,Cancelled
O0013568,18-05-2023,S024,C01197,Click&Collect,Card,Completed
O0013569,14-01-2024,S032,C00394,In-Store,Wallet,Returned
O0013570,24-02-2024,S036,C01033,Click&Collect,Wallet,Cancelled
O0013571,19-01-2024,S020,C00334,Online,Wallet,Completed
O0013572,26-01-2025,S040,C00453,Online,Cash,Completed
O0013573,26-07-2024,S007,C01156,Online,Cash,Completed
O0013574,31-07-2023,S035,C00198,Online,Wallet,Completed
O0013575,01-12-2025,S034,C00248,Click&Collect,Wallet,Cancelled
O0013576,11-03-2025,S004,C01003,Online,Card,Cancelled
O0013577,30-05-2024,S007,C01098,Click&Collect,Wallet,Returned
O0013578,23-02-2023,S002,C00126,Click&Collect,Card,Completed
O0013579,29-09-2025,S012,C00989,Online,Cash,Returned
O0013580,26-03-2025,S040,C00707,Online,Card,Cancelled
O0013581,20-05-2024,S005,C01055,In-Store,Wallet,Returned
O0013582,27-06-2023,S002,C00597,In-Store,Cash,Returned
O0013583,28-04-2023,S019,C00704,Click&Collect,Card,Completed
O0013584,14-11-2023,S015,C00279,In-Store,Wallet,Cancelled
O0013585,10-09-2023,S026,C00702,Click&Collect,Wallet,Returned
O0013586,18-08-2023,S025,C00503,Click&Collect,Cash,Returned
O0013587,22-03-2024,S034,C00484,Online,Card,Cancelled
O0013588,21-02-2023,S017,C00336,In-Store,Card,Returned
O0013589,23-12-2023,S019,C00482,Click&Collect,Wallet,Completed
O0013590,12-08-2025,S001,C00202,Click&Collect,Wallet,Returned
O0013591,06-08-2025,S039,C01021,Click&Collect,Cash,Completed
O0013592,10-01-2023,S009,C00486,Online,Cash,Completed
O0013593,13-01-2025,S024,C00466,Online,Cash,Completed
O0013594,22-12-2025,S036,C01176,In-Store,Cash,Completed
O0013595,25-09-2024,S025,C00585,Online,Cash,Cancelled
O0013596,03-03-2024,S026,C00843,Click&Collect,Card,Completed
O0013597,22-06-2024,S008,C01196,Click&Collect,Cash,Returned
O0013598,22-08-2023,S029,C01035,In-Store,Wallet,Cancelled
O0013599,11-03-2024,S008,C00426,Online,Wallet,Returned
O0013600,23-10-2025,S028,C00640,In-Store,Wallet,Completed
O0013601,01-11-2024,S024,C00988,Online,Card,Completed
O0013602,17-04-2024,S020,C00601,In-Store,Card,Completed
O0013603,17-05-2023,S029,C00333,Click&Collect,Card,Completed
O0013604,20-09-2025,S029,C00635,Click&Collect,Card,Cancelled
O0013605,28-06-2023,S009,C00031,Click&Collect,Wallet,Completed
O0013606,01-03-2025,S016,C01058,Online,Card,Cancelled
O0013607,29-11-2023,S020,C00713,In-Store,Card,Returned
O0013608,02-11-2023,S007,C00308,In-Store,Cash,Completed
O0013609,07-07-2023,S015,C00576,In-Store,Card,Completed
O0013610,16-02-2024,S002,C00038,In-Store,Cash,Returned
O0013611,12-01-2025,S018,C00945,In-Store,Card,Cancelled
O0013612,01-04-2024,S009,C00638,In-Store,Card,Completed
O0013613,28-01-2023,S009,C00005,Click&Collect,Cash,Returned
O0013614,17-10-2023,S033,C00552,In-Store,Wallet,Returned
O0013615,25-06-2023,S006,C00085,Click&Collect,Wallet,Completed
O0013616,16-03-2024,S005,C00465,Click&Collect,Wallet,Cancelled
O0013617,16-09-2025,S013,C01032,Click&Collect,Cash,Completed
O0013618,21-11-2025,S001,C00785,In-Store,Wallet,Completed
O0013619,29-12-2025,S035,C00577,In-Store,Card,Completed
O0013620,04-05-2023,S040,C00615,In-Store,Cash,Completed
O0013621,18-06-2024,S033,C00608,Click&Collect,Cash,Completed
O0013622,19-02-2023,S032,C00117,Click&Collect,Wallet,Completed
O0013623,26-06-2024,S005,C00271,Click&Collect,Cash,Cancelled
O0013624,24-09-2024,S023,C00980,Click&Collect,Wallet,Completed
O0013625,27-04-2025,S004,C01112,In-Store,Wallet,Cancelled
O0013626,04-01-2024,S013,C00175,Online,Card,Completed
O0013627,09-02-2023,S020,C01098,In-Store,Cash,Completed
O0013628,12-05-2024,S028,C00037,Click&Collect,Wallet,Completed
O0013629,13-04-2024,S012,C00621,In-Store,Cash,Completed
O0013630,15-11-2024,S011,C00993,In-Store,Wallet,Cancelled
O0013631,20-04-2023,S033,C00262,In-Store,Wallet,Completed
O0013632,03-11-2024,S009,C01139,In-Store,Wallet,Cancelled
O0013633,15-03-2024,S020,C01180,Online,Card,Returned
O0013634,20-03-2025,S012,C00510,Online,Card,Completed
O0013635,14-12-2025,S035,C01071,Online,Wallet,Completed
O0013636,07-09-2023,S022,C00096,Online,Cash,Completed
O0013637,05-04-2025,S005,C00626,Online,Card,Completed
O0013638,20-05-2023,S006,C00352,Click&Collect,Cash,Completed
O0013639,15-12-2025,S039,C00752,Online,Cash,Completed
O0013640,11-06-2024,S038,C00301,Online,Card,Returned
O0013641,28-03-2025,S031,C00528,In-Store,Card,Completed
O0013642,02-05-2025,S004,C00879,Click&Collect,Cash,Cancelled
O0013643,28-10-2024,S030,C00248,Click&Collect,Wallet,Completed
O0013644,26-02-2024,S027,C01011,Online,Cash,Cancelled
O0013645,06-04-2025,S038,C00818,In-Store,Cash,Completed
O0013646,06-06-2024,S020,C00301,In-Store,Wallet,Returned
O0013647,23-12-2024,S019,C00803,Click&Collect,Wallet,Returned
O0013648,03-11-2024,S026,C00382,Online,Cash,Completed
O0013649,23-05-2024,S006,C00657,In-Store,Wallet,Completed
O0013650,09-05-2023,S030,C00733,Click&Collect,Wallet,Completed
O0013651,17-11-2023,S020,C00978,Click&Collect,Card,Completed
O0013652,24-10-2025,S008,C00419,Online,Cash,Cancelled
O0013653,24-07-2024,S033,C00543,Click&Collect,Card,Cancelled
O0013654,28-11-2024,S011,C00532,Click&Collect,Cash,Completed
O0013655,11-10-2023,S035,C01034,Click&Collect,Wallet,Returned
O0013656,12-02-2025,S011,C01011,In-Store,Wallet,Completed
O0013657,17-06-2024,S020,C00261,Click&Collect,Cash,Cancelled
O0013658,28-08-2023,S018,C00127,In-Store,Cash,Returned
O0013659,10-06-2023,S030,C01155,Online,Wallet,Completed
O0013660,08-03-2024,S008,C00201,In-Store,Card,Returned
O0013661,11-09-2024,S010,C00247,In-Store,Wallet,Completed
O0013662,04-11-2023,S008,C00143,Click&Collect,Card,Completed
O0013663,26-09-2023,S010,C00193,Click&Collect,Wallet,Returned
O0013664,23-10-2023,S019,C00076,Online,Card,Returned
O0013665,18-11-2023,S024,C00725,Online,Cash,Completed
O0013666,20-03-2025,S035,C00612,Online,Wallet,Returned
O0013667,30-06-2024,S017,C00112,Online,Wallet,Completed
O0013668,29-05-2024,S017,C00783,Online,Wallet,Completed
O0013669,28-06-2023,S007,C00202,In-Store,Wallet,Completed
O0013670,19-08-2024,S004,C00646,Click&Collect,Cash,Cancelled
O0013671,20-11-2025,S031,C00875,In-Store,Wallet,Returned
O0013672,28-03-2025,S026,C00512,In-Store,Wallet,Completed
O0013673,04-05-2024,S022,C00370,Click&Collect,Wallet,Completed
O0013674,03-12-2023,S018,C01076,Click&Collect,Card,Cancelled
O0013675,22-01-2024,S021,C00961,Click&Collect,Card,Completed
O0013676,30-01-2023,S034,C01014,Click&Collect,Cash,Completed
O0013677,01-02-2023,S008,C00187,Online,Wallet,Completed
O0013678,30-04-2025,S020,C00328,Click&Collect,Wallet,Completed
O0013679,13-07-2025,S010,C00463,In-Store,Cash,Cancelled
O0013680,27-11-2025,S005,C00203,In-Store,Wallet,Cancelled
O0013681,16-11-2024,S028,C00464,Click&Collect,Card,Completed
O0013682,15-10-2025,S029,C00298,Online,Wallet,Cancelled
O0013683,01-04-2024,S035,C00577,Click&Collect,Cash,Returned
O0013684,06-10-2023,S001,C00849,Click&Collect,Card,Returned
O0013685,27-09-2023,S008,C00493,In-Store,Cash,Cancelled
O0013686,17-09-2023,S023,C00867,In-Store,Wallet,Cancelled
O0013687,27-03-2025,S033,C00465,Online,Wallet,Completed
O0013688,11-01-2023,S038,C00594,Click&Collect,Cash,Completed
O0013689,02-11-2025,S032,C00395,Click&Collect,Cash,Returned
O0013690,29-04-2025,S037,C00102,In-Store,Cash,Returned
O0013691,22-02-2024,S033,C00019,In-Store,Card,Returned
O0013692,08-02-2025,S013,C00220,In-Store,Cash,Completed
O0013693,28-05-2023,S024,C00740,Online,Wallet,Completed
O0013694,17-04-2024,S026,C00120,Online,Card,Completed
O0013695,30-04-2023,S015,C00569,Online,Card,Cancelled
O0013696,03-05-2023,S036,C00160,Online,Wallet,Returned
O0013697,07-01-2023,S031,C00448,Click&Collect,Wallet,Returned
O0013698,22-05-2025,S021,C00325,In-Store,Cash,Completed
O0013699,26-03-2025,S020,C00254,In-Store,Cash,Returned
O0013700,05-09-2025,S032,C00619,Online,Wallet,Completed
O0013701,11-12-2025,S009,C01070,Online,Cash,Completed
O0013702,23-11-2025,S009,C00784,Click&Collect,Wallet,Completed
O0013703,24-12-2025,S017,C00286,In-Store,Cash,Returned
O0013704,18-01-2023,S006,C01019,Online,Wallet,Completed
O0013705,09-05-2025,S019,C01106,Click&Collect,Cash,Completed
O0013706,03-03-2025,S018,C00909,In-Store,Card,Returned
O0013707,27-06-2023,S021,C00261,In-Store,Wallet,Completed
O0013708,30-05-2023,S019,C00202,In-Store,Card,Completed
O0013709,07-12-2025,S036,C01166,In-Store,Wallet,Completed
O0013710,25-08-2025,S011,C01067,Click&Collect,Card,Returned
O0013711,26-12-2023,S017,C00504,Online,Wallet,Completed
O0013712,23-03-2023,S030,C00549,In-Store,Cash,Cancelled
O0013713,01-01-2024,S012,C00640,Online,Card,Completed
O0013714,06-01-2023,S027,C01067,Online,Card,Completed
O0013715,23-01-2025,S039,C00359,Click&Collect,Card,Cancelled
O0013716,21-02-2024,S016,C00815,Online,Cash,Cancelled
O0013717,23-02-2023,S010,C01128,Online,Card,Cancelled
O0013718,09-12-2025,S008,C00360,In-Store,Wallet,Returned
O0013719,24-06-2025,S001,C00340,Online,Wallet,Completed
O0013720,18-09-2025,S012,C00162,In-Store,Card,Returned
O0013721,29-12-2025,S034,C00877,Online,Card,Completed
O0013722,16-01-2023,S011,C00327,Online,Card,Cancelled
O0013723,29-04-2025,S039,C00025,Online,Wallet,Completed
O0013724,13-05-2025,S039,C00604,Click&Collect,Wallet,Completed
O0013725,06-05-2025,S028,C00671,In-Store,Wallet,Completed
O0013726,18-10-2023,S040,C00021,Online,Card,Completed
O0013727,03-03-2024,S017,C00890,Click&Collect,Cash,Completed
O0013728,15-10-2025,S039,C00671,Click&Collect,Card,Completed
O0013729,14-03-2023,S022,C00566,Online,Card,Returned
O0013730,03-12-2024,S004,C00413,Online,Cash,Returned
O0013731,18-05-2025,S034,C00772,Online,Card,Completed
O0013732,24-05-2025,S039,C00901,Online,Card,Completed
O0013733,16-10-2024,S036,C00922,In-Store,Wallet,Cancelled
O0013734,20-04-2025,S017,C00466,Click&Collect,Card,Completed
O0013735,23-09-2025,S005,C00601,Click&Collect,Cash,Cancelled
O0013736,19-04-2025,S024,C00305,Click&Collect,Wallet,Completed
O0013737,08-05-2023,S035,C00262,Click&Collect,Cash,Completed
O0013738,26-09-2023,S034,C01035,Online,Card,Returned
O0013739,01-12-2023,S025,C00477,Click&Collect,Card,Returned
O0013740,12-01-2024,S032,C00329,In-Store,Cash,Cancelled
O0013741,31-01-2024,S002,C00877,Online,Wallet,Completed
O0013742,29-08-2023,S025,C00837,Click&Collect,Card,Completed
O0013743,18-01-2025,S005,C00326,Click&Collect,Wallet,Returned
O0013744,01-05-2023,S030,C00210,Click&Collect,Cash,Completed
O0013745,13-05-2025,S002,C00759,In-Store,Cash,Completed
O0013746,22-12-2024,S024,C01102,Click&Collect,Cash,Completed
O0013747,19-11-2025,S038,C00178,Online,Cash,Completed
O0013748,08-01-2023,S005,C00288,In-Store,Card,Returned
O0013749,20-11-2023,S018,C01117,Click&Collect,Cash,Completed
O0013750,11-09-2025,S002,C00880,Click&Collect,Wallet,Returned
O0013751,25-06-2024,S029,C00724,Click&Collect,Card,Cancelled
O0013752,06-09-2024,S038,C00404,Online,Wallet,Completed
O0013753,01-02-2023,S001,C00562,In-Store,Wallet,Completed
O0013754,15-04-2025,S022,C00228,Online,Cash,Returned
O0013755,05-10-2023,S032,C00974,Online,Cash,Completed
O0013756,21-11-2025,S002,C00602,In-Store,Wallet,Completed
O0013757,14-02-2024,S020,C00957,Online,Card,Completed
O0013758,26-07-2023,S006,C01054,Online,Wallet,Completed
O0013759,12-10-2024,S037,C00117,In-Store,Wallet,Completed
O0013760,07-06-2024,S021,C01035,Online,Cash,Completed
O0013761,31-05-2024,S021,C00369,Online,Wallet,Returned
O0013762,07-11-2025,S040,C00394,In-Store,Cash,Returned
O0013763,04-02-2024,S032,C00551,Online,Card,Cancelled
O0013764,11-03-2024,S013,C00357,Click&Collect,Card,Cancelled
O0013765,14-11-2024,S026,C00409,Click&Collect,Wallet,Returned
O0013766,06-07-2023,S012,C00833,Click&Collect,Wallet,Cancelled
O0013767,27-06-2025,S021,C00381,Online,Wallet,Returned
O0013768,09-09-2023,S033,C00730,Click&Collect,Wallet,Cancelled
O0013769,22-09-2023,S038,C00423,Online,Card,Returned
O0013770,12-01-2023,S039,C00391,In-Store,Wallet,Cancelled
O0013771,11-01-2024,S020,C00171,Online,Wallet,Completed
O0013772,30-09-2024,S036,C01037,Click&Collect,Card,Cancelled
O0013773,11-02-2025,S036,C00144,Online,Cash,Cancelled
O0013774,11-09-2025,S022,C00665,Online,Card,Completed
O0013775,02-05-2025,S002,C00313,Online,Wallet,Cancelled
O0013776,18-12-2023,S005,C01186,In-Store,Cash,Completed
O0013777,23-06-2025,S027,C00085,Click&Collect,Card,Completed
O0013778,02-08-2023,S034,C00511,Online,Card,Returned
O0013779,18-08-2023,S037,C00613,Click&Collect,Card,Completed
O0013780,28-01-2024,S010,C01185,In-Store,Cash,Returned
O0013781,14-08-2024,S036,C00184,Online,Cash,Returned
O0013782,11-08-2023,S034,C01000,Click&Collect,Cash,Returned
O0013783,13-09-2025,S020,C00082,In-Store,Card,Cancelled
O0013784,24-10-2023,S015,C00349,Click&Collect,Wallet,Returned
O0013785,05-03-2024,S019,C01005,Online,Cash,Returned
O0013786,25-10-2024,S028,C00453,In-Store,Card,Completed
O0013787,16-04-2024,S033,C00706,Online,Card,Completed
O0013788,18-03-2024,S007,C00470,In-Store,Wallet,Completed
O0013789,15-12-2025,S014,C01079,Click&Collect,Wallet,Completed
O0013790,22-04-2024,S005,C00111,Click&Collect,Card,Completed
O0013791,04-05-2023,S038,C01181,Click&Collect,Card,Completed
O0013792,11-03-2025,S017,C00281,Online,Wallet,Completed
O0013793,12-02-2025,S011,C00713,Online,Wallet,Cancelled
O0013794,28-08-2023,S009,C00314,Click&Collect,Card,Completed
O0013795,20-07-2025,S003,C00956,Click&Collect,Card,Cancelled
O0013796,05-03-2024,S019,C00846,Online,Cash,Completed
O0013797,15-06-2023,S031,C00192,In-Store,Wallet,Cancelled
O0013798,09-07-2023,S013,C00296,Online,Card,Completed
O0013799,22-02-2025,S017,C00839,Click&Collect,Card,Completed
O0013800,25-08-2023,S026,C00604,Online,Cash,Completed
O0013801,29-05-2024,S015,C00660,In-Store,Card,Completed
O0013802,15-03-2025,S030,C00440,In-Store,Cash,Cancelled
O0013803,23-07-2025,S013,C00812,In-Store,Cash,Cancelled
O0013804,20-06-2024,S018,C01115,Click&Collect,Wallet,Returned
O0013805,21-09-2025,S040,C00126,Click&Collect,Wallet,Completed
O0013806,28-11-2023,S034,C00833,Click&Collect,Card,Cancelled
O0013807,14-08-2025,S023,C01123,Click&Collect,Card,Completed
O0013808,02-10-2023,S016,C00267,In-Store,Cash,Returned
O0013809,12-03-2023,S040,C00501,Click&Collect,Wallet,Cancelled
O0013810,05-03-2025,S019,C00681,In-Store,Cash,Completed
O0013811,09-04-2025,S014,C00931,In-Store,Card,Returned
O0013812,12-10-2025,S024,C00825,Click&Collect,Card,Returned
O0013813,06-10-2025,S017,C01189,Click&Collect,Wallet,Returned
O0013814,23-04-2023,S036,C00669,In-Store,Wallet,Completed
O0013815,11-11-2024,S009,C01048,Click&Collect,Card,Completed
O0013816,11-02-2025,S003,C00624,In-Store,Cash,Returned
O0013817,20-10-2024,S018,C00375,In-Store,Card,Completed
O0013818,21-01-2023,S038,C00810,In-Store,Cash,Returned
O0013819,19-02-2023,S003,C00483,In-Store,Wallet,Cancelled
O0013820,04-01-2025,S033,C00790,Click&Collect,Cash,Completed
O0013821,27-07-2025,S001,C00779,Click&Collect,Card,Completed
O0013822,16-07-2023,S023,C00089,Click&Collect,Cash,Returned
O0013823,20-02-2023,S019,C00646,In-Store,Cash,Returned
O0013824,18-03-2024,S007,C00017,Online,Cash,Completed
O0013825,10-12-2023,S030,C00493,In-Store,Wallet,Returned
O0013826,13-12-2025,S008,C00789,Online,Cash,Completed
O0013827,11-10-2025,S018,C00785,Online,Wallet,Completed
O0013828,03-09-2024,S023,C00125,In-Store,Card,Completed
O0013829,06-11-2025,S021,C01092,Online,Card,Cancelled
O0013830,08-09-2023,S002,C00886,Online,Wallet,Cancelled
O0013831,23-12-2025,S018,C00372,Online,Card,Completed
O0013832,04-05-2024,S027,C00540,Online,Wallet,Returned
O0013833,06-06-2024,S022,C00155,Online,Card,Completed
